,AluYb8a1,AluSg4,AluYi6_4d,AluSg7,AluYb11,AmnSINE2,AluSz,MIRc,AluYb9,AluYk12,AluYe5,AluYm1,LFSINE_Vert,AluSc5,MIR1_Amn,AluYh3a3,AluYa8,FLAM_C,AluYh7,AluSc,CRP1,AluYd8,AluJo,AluYg6,AluYh3,MamSINE1,AluYk11,AluYk2,AluSc8,FAM,AluSp,AluSq2,AluYk4,AmnSINE1,AluJr4,AluSx3,AluYf1,AluY,AluYj4,AluSx1,AluSx4,MIR,AluYi6,AluSq,AluYb10,AluYc3,MIRb,AluSq4,AluYk3,AluSg,AluSz6,AluJb,AluYe6,UCON83,MIR3,AluYa5,AluYc,AluSx,AluYh9,FLAM_A,AluJr,FRAM,AluSq10,Alu,AluYb8
0,0.0,0.0024962556165751,0.0064935064935064,0.0029004189494038,0.0,0.0,0.0200969200364578,0.0,0.0,0.0,0.0020876826722338,0.006514657980456,0.0,0.0244897959183673,0.0,0.0029239766081871,0.0,0.0003410899719548,0.0,0.0223459180380767,0.0,0.0,0.0003735254780523,0.0010869565217391,0.0028378857750975,0.0,0.0014880952380952,0.0032786885245901,0.0085701017435724,0.0,0.0012773919614263,0.0257059934583314,0.0036764705882352,0.0003863987635239,4.667662434652726e-05,0.0116839657421586,0.0042654028436018,0.0067748666416392,0.0030364372469635,0.0206819584936125,0.0016079891672308,4.981430334696769e-05,0.0,0.0210995542347696,0.0,0.0,1.3029429137278066e-05,0.0216383307573415,0.0033760972316002,0.0207437580146337,0.0065053394729107,0.0056930167127041,0.0048076923076923,0.0,2.236260971655392e-05,0.0007320644216691,0.0014042126379137,0.0171765005124522,0.0059523809523809,0.0,0.0001631871539072,0.0,0.0135440180586907,0.0004046125834513,0.0006563833278634
1,0.0,0.0011233150274588,0.3766233766233766,0.0003222687721559,0.0,0.0,0.0005414527176414,3.8447490340068055e-05,0.0345821325648415,0.4090909090909091,0.4495476687543493,0.3586894041004024,0.0,0.0045038705137227,0.0,0.1520467836257309,0.0,0.0,0.09,0.0016940948693126,0.0,0.0,2.4098417938862316e-05,0.4228260869565217,0.1433132316424264,0.0007023705004389,0.0825892857142857,0.2672131147540983,0.2017984548486511,0.0,0.0001079486164585,0.001366686629505,0.4310661764705882,0.0,0.0,0.0012194430264874,0.3402843601895735,0.3492723129709012,0.1619433198380566,0.0008627376486045,8.463100880162491e-05,4.427938075286017e-05,0.4137214137214137,0.0012877662209014,0.0,0.0,4.777457350335291e-05,0.0030911901081916,0.3693450371370695,0.0006537426768248,0.0001763495640246,2.930767934468029e-05,0.5480769230769231,0.0,3.354391457483088e-05,0.0146412884333821,0.0004012036108324,0.0005685601214923,0.0238095238095238,6.594566077552098e-05,3.263743078144888e-05,0.0001192463629859,0.0,0.0095083957111066,0.0134558582212011
2,0.0,0.0152271592611083,0.0,0.0169728220002148,0.0,0.0,0.0088888487812801,9.611872585017014e-06,0.0,0.0,0.0215727209464161,0.0268250622724659,0.0,0.0213933849401829,8.198737394441256e-05,0.0087719298245614,0.0,3.789888577275828e-05,0.0,0.0198182209314832,0.0,0.0040322580645161,0.000951887508585,0.0010869565217391,0.0191557289819084,0.0001755926251097,0.0,0.0237704918032786,0.019926541985055,0.0004508566275924,0.0191788708574718,0.0157245742540808,0.0009191176470588,0.0,0.0003734129947722,0.0161930690261471,0.0246445497630331,0.0281907788477488,0.0022773279352226,0.0115875955739184,0.0110866621530128,3.320953556464513e-05,0.0,0.0154531946508172,0.0,0.046075085324232,3.0402001320315484e-05,0.0185471406491499,0.0,0.0162429911241859,0.0074654648770451,0.0021394605921616,0.0144230769230769,0.0,1.118130485827696e-05,0.0009760858955588,0.0441323971915747,0.0099946884514965,0.0238095238095238,0.0,0.0008485732003176,0.0013117099928452,0.0171557562076749,0.0058668824600445,0.0009845749917952
3,0.0,0.0254618072890664,0.0194805194805194,0.0350198732409496,0.0,0.0,0.0104771100863617,0.0,0.0086455331412103,0.0,0.2178148921363952,0.1140065146579804,0.0,0.0412385643912737,0.0,0.0116959064327485,0.0131926121372031,0.0,0.03,0.0347423900182854,0.0,0.0080645161290322,0.000168688925572,0.3967391304347826,0.1096133380631429,0.0,0.0,0.1467213114754098,0.034702579473973,0.0,0.0395451764959879,0.0239246940311113,0.0,0.0,4.667662434652726e-05,0.0258918949577448,0.1227488151658767,0.1152600378903624,0.0020242914979757,0.0179512751104145,0.0235274204468517,0.0,0.0103950103950103,0.0224863793957404,0.0,0.1433447098976109,0.0,0.0247295208655332,0.0,0.0257222599381458,0.0071911433330067,0.0011942879332957,0.2403846153846154,0.0,1.118130485827696e-05,0.0283064909712054,0.1578736208625877,0.0143935483388319,0.0059523809523809,0.0,8.703314875053036e-05,0.0001192463629859,0.0334085778781038,0.0113291523366376,0.0095175582540203
4,0.0,0.0339490763854218,0.0129870129870129,0.0327639918358577,0.0,0.0,0.0169294216382554,1.9223745170034027e-05,0.0,0.0,0.0382741823242867,0.0367886568308105,0.0,0.0356087262491203,0.0,0.0087719298245614,0.0026385224274406,0.0,0.0,0.0321071313326879,0.0,0.0,0.0004578699408383,0.0010869565217391,0.0404398722951401,0.0,0.0,0.0426229508196721,0.0348714484738464,0.0,0.0386635961282429,0.0289154036332365,0.0,0.0,9.335324869305452e-05,0.026941183143327,0.0369668246445497,0.0403960154005989,0.1227226720647773,0.0231197859777429,0.032921462423832,1.1069845188215044e-05,0.0,0.025854383358098,0.0,0.0529010238907849,8.68628609151871e-06,0.0267903142709943,0.0,0.0321842548590681,0.0117762319976486,0.0029527486939765,0.0432692307692307,0.0,0.0,0.0029282576866764,0.0262788365095285,0.0212461940136604,0.0,0.0,0.0003372534514083,0.0003577390889577,0.0279909706546275,0.0004046125834513,0.0009845749917952
5,0.0,0.0152271592611083,0.0,0.0200880867977226,0.0,0.0,0.0081398391885428,2.883561775505104e-05,0.0028818443804034,0.0,0.0180932498260264,0.0279747077984288,0.0,0.0208304011259676,0.0,0.0029239766081871,0.0,3.789888577275828e-05,0.0,0.0190921802732064,0.0,0.0,0.0005663128215632,0.0065217391304347,0.0280241220290883,0.0,0.0,0.0344262295081967,0.0196310212352767,0.0,0.023226943974668,0.0158320664608958,0.0,0.0,4.667662434652726e-05,0.0154273722420736,0.0246445497630331,0.0261914947486053,0.0002530364372469,0.0114767852337306,0.0154874746106973,1.6604767782322565e-05,0.0,0.0157999009410599,0.0,0.0358361774744027,8.68628609151871e-06,0.0154559505409582,0.0,0.0157149681929043,0.0066816890369354,0.0012162686928042,0.0384615384615384,0.0,1.118130485827696e-05,0.0002440214738897,0.033099297893681,0.0100096505599569,0.0,0.0,0.0002610994462515,0.0,0.0167042889390519,0.0040461258345134,0.0006563833278634
6,0.0,0.0255866200698951,0.0194805194805194,0.0355569878612095,0.0,0.0,0.010468085874401,0.0,0.0086455331412103,0.0,0.2226861517049408,0.1143897298333014,0.0,0.0415200562983814,0.0,0.0175438596491228,0.0131926121372031,0.0,0.02,0.0351726363343013,0.0,0.0080645161290322,0.0002650825973274,0.0152173913043478,0.1064207165661582,0.0,0.0,0.1459016393442622,0.0359268797230548,0.0,0.0401928681947393,0.0245082231538213,0.0,0.0,4.667662434652726e-05,0.0261187680789518,0.1222748815165876,0.1158624422695803,0.0022773279352226,0.0179354450618163,0.0238659444820582,0.0,0.0062370062370062,0.0236255572065378,0.0,0.1484641638225255,4.343143045759355e-06,0.0247295208655332,0.0,0.0258982675819064,0.007171548937004,0.0019049991574042,0.235576923076923,0.0,0.0,0.0283064909712054,0.1584754262788365,0.0146479041826574,0.0059523809523809,0.0,0.0001958245846886,0.0007154781779155,0.0329571106094808,0.0111268460449119,0.0095175582540203
7,0.0,0.0078632051922116,0.2532467532467532,0.0087012568482114,0.0,0.0,0.0001173147554889,9.611872585017014e-06,0.0028818443804034,0.3636363636363636,0.4057063326374391,0.2092354857252347,0.0,0.0895144264602392,0.0,0.1081871345029239,0.1187335092348284,3.789888577275828e-05,0.0,0.084839195439389,0.0,0.5806451612903226,8.43444627860181e-05,0.417391304347826,0.0085136573252926,0.0,0.0029761904761904,0.1836065573770491,0.0971418921771435,0.0,0.0020330322766363,0.0034704626771701,0.3042279411764705,0.0,9.335324869305452e-05,0.0489195167602518,0.2260663507109004,0.208431915209401,0.1024797570850202,0.0008389925757072,0.064742721733243,5.534922594107521e-06,0.3347193347193347,0.0025755324418028,0.0,0.3174061433447099,0.0,0.0906749098402885,0.2343011478730587,0.0827738804656659,0.0005682374840795,5.128843885319051e-05,0.3846153846153846,0.0,0.0,0.7847730600292826,0.1606820461384152,0.0008378780737781,0.0,0.0,4.351657437526518e-05,0.0002384927259718,0.000451467268623,0.0103176208780093,0.0065638332786347
8,0.0,0.0262106839740389,0.0259740259740259,0.0363089483295735,0.0,0.0,0.0114787976139983,0.0,0.0086455331412103,0.0,0.2261656228253305,0.1187967043494922,0.0,0.0423645320197044,0.0,0.0175438596491228,0.0158311345646438,0.0,0.02,0.0363558137033451,0.0,0.0080645161290322,0.0001566397166026,0.3989130434782608,0.1138701667257892,0.0,0.0,0.1475409836065573,0.0360535314729598,0.0,0.0427116692454391,0.0254449409560664,0.2518382352941176,0.0,4.667662434652726e-05,0.026941183143327,0.1255924170616113,0.1196165565168804,0.0022773279352226,0.0189485681721042,0.0251354096140825,0.0,0.0124740124740124,0.0236750866765725,0.0,0.1433447098976109,4.343143045759355e-06,0.0278207109737248,0.1924375422012154,0.0266022981569485,0.0075634368570588,0.0013261724903467,0.25,0.0,0.0,0.0285505124450951,0.1644934804413239,0.015321199063372,0.0059523809523809,0.0,8.703314875053036e-05,0.0001192463629859,0.0347629796839729,0.0119360712118146,0.009845749917952
9,0.0,0.0152271592611083,0.0,0.0169728220002148,0.0,0.0,0.0088888487812801,9.611872585017014e-06,0.0,0.0,0.0215727209464161,0.0268250622724659,0.0,0.0213933849401829,8.198737394441256e-05,0.0087719298245614,0.0,3.789888577275828e-05,0.0,0.0198182209314832,0.0,0.0040322580645161,0.000951887508585,0.0010869565217391,0.0191557289819084,0.0001755926251097,0.0,0.0237704918032786,0.019926541985055,0.0004508566275924,0.0191788708574718,0.0157245742540808,0.0009191176470588,0.0,0.0003734129947722,0.0161930690261471,0.0246445497630331,0.0281907788477488,0.0022773279352226,0.0115875955739184,0.0110866621530128,3.320953556464513e-05,0.0,0.0154531946508172,0.0,0.046075085324232,3.0402001320315484e-05,0.0185471406491499,0.0,0.0162429911241859,0.0074654648770451,0.0021394605921616,0.0144230769230769,0.0,1.118130485827696e-05,0.0009760858955588,0.0441323971915747,0.0099946884514965,0.0238095238095238,0.0,0.0008485732003176,0.0013117099928452,0.0171557562076749,0.0058668824600445,0.0009845749917952
